#,Thermostat,identifier,314729020125
#,Thermostat,name,Main Floor
#,Start,date,2019-09-06
#,End,date,2019-09-13

Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Basement (F),Basement2
2019-09-06,00:00:00,off,heatOff,,Sleep,80,56,72.9,39,73.4,0,0,0,,72.9,39,0,70.1,0,
2019-09-06,00:05:00,off,heatOff,,Sleep,80,56,72.8,39,73.4,0,0,0,,72.8,39,0,70.1,0,
2019-09-06,00:10:00,off,heatOff,,Sleep,80,56,72.7,39,73.4,0,0,0,,72.7,39,0,70.1,0,
2019-09-06,00:15:00,off,heatOff,,Sleep,80,56,72.6,39,73.4,0,0,0,,72.6,39,0,70.1,0,
2019-09-06,00:20:00,off,heatOff,,Sleep,80,56,72.5,40,73.4,0,0,0,,72.5,40,0,70.1,0,
2019-09-06,00:25:00,off,heatOff,,Sleep,80,56,72.4,40,73.4,0,0,0,,72.4,40,0,70.1,0,
2019-09-06,00:30:00,off,heatOff,,Sleep,80,56,72.3,40,72.9,0,0,0,,72.3,40,0,70.1,0,
2019-09-06,00:35:00,off,heatOff,,Sleep,80,56,72.3,40,72.9,0,0,0,,72.3,40,0,70.1,0,
2019-09-06,00:40:00,off,heatOff,,Sleep,80,56,72.2,40,72.9,0,0,0,,72.2,40,0,70.1,0,
2019-09-06,00:45:00,off,heatOff,,Sleep,80,56,72.2,40,72.9,0,0,0,,72.2,40,0,70.1,0,
2019-09-06,00:50:00,off,heatOff,,Sleep,80,56,72.1,40,72.9,0,0,0,,72.1,40,0,70,0,
2019-09-06,00:55:00,off,heatOff,,Sleep,80,56,72.1,40,72.9,0,0,0,,72.1,40,0,70,0,
2019-09-06,01:00:00,off,heatOff,,Sleep,80,56,72.1,40,71.4,0,0,0,,72.1,40,0,70,0,
2019-09-06,01:05:00,off,heatOff,,Sleep,80,56,72,40,71.4,0,0,0,,72,40,0,70.1,0,
2019-09-06,01:10:00,off,heatOff,,Sleep,80,56,72,40,71.4,0,0,0,,72,40,0,70,0,
2019-09-06,01:15:00,off,heatOff,,Sleep,80,56,71.9,40,71.4,0,0,0,,71.9,40,0,70,0,
2019-09-06,01:20:00,off,heatOff,,Sleep,80,56,71.8,40,71.4,0,0,0,,71.8,40,0,70,0,
2019-09-06,01:25:00,off,heatOff,,Sleep,80,56,71.8,42,71.4,0,0,0,,71.8,42,0,70.1,0,
2019-09-06,01:30:00,off,heatOff,,Sleep,80,56,71.8,42,70.1,0,0,0,,71.8,42,0,70.1,0,
2019-09-06,01:35:00,off,heatOff,,Sleep,80,56,71.8,42,70.1,0,0,0,,71.8,42,0,70,0,
2019-09-06,01:40:00,off,heatOff,,Sleep,80,56,71.8,42,70.1,0,0,0,,71.8,42,0,70,0,
2019-09-06,01:45:00,off,heatOff,,Sleep,80,56,71.8,42,70.1,0,0,0,,71.8,42,0,70,0,
2019-09-06,01:50:00,off,heatOff,,Sleep,80,56,71.8,42,70.1,0,0,0,,71.8,42,0,70,0,
2019-09-06,01:55:00,off,heatOff,,Sleep,80,56,71.7,42,70.1,0,0,0,,71.7,42,0,70,0,
2019-09-06,02:00:00,off,heatOff,,Sleep,80,56,71.6,42,69.3,0,0,0,,71.6,42,0,70,0,
2019-09-06,02:05:00,off,heatOff,,Sleep,80,56,71.5,42,69.3,0,0,0,,71.5,42,0,70,0,
2019-09-06,02:10:00,off,heatOff,,Sleep,80,56,71.5,43,69.3,0,0,0,,71.5,43,0,70,0,
2019-09-06,02:15:00,off,heatOff,,Sleep,80,56,71.5,43,69.3,0,0,0,,71.5,43,0,70,0,
2019-09-06,02:20:00,off,heatOff,,Sleep,80,56,71.4,43,69.3,0,0,0,,71.4,43,0,70,0,
2019-09-06,02:25:00,off,heatOff,,Sleep,80,56,71.4,45,69.3,0,0,0,,71.4,45,0,70,0,
2019-09-06,02:30:00,off,heatOff,,Sleep,80,56,71.3,45,68.1,0,0,0,,71.3,45,0,70,0,
2019-09-06,02:35:00,off,heatOff,,Sleep,80,56,71.3,45,68.1,0,0,0,,71.3,45,0,70,0,
2019-09-06,02:40:00,off,heatOff,,Sleep,80,56,71.2,45,68.1,0,0,0,,71.2,45,0,70,0,
2019-09-06,02:45:00,off,heatOff,,Sleep,80,56,71.2,45,68.1,0,0,0,,71.2,45,0,70,0,
2019-09-06,02:50:00,off,heatOff,,Sleep,80,56,71.1,45,68.1,0,0,0,,71.1,45,0,70,0,
2019-09-06,02:55:00,off,heatOff,,Sleep,80,56,71.1,46,68.1,0,0,0,,71.1,46,0,70,0,
2019-09-06,03:00:00,off,heatOff,,Sleep,80,56,71,46,68.1,0,0,0,,71,46,0,70,0,
2019-09-06,03:05:00,off,heatOff,,Sleep,80,56,71,46,68.1,0,0,0,,71,46,0,70,0,
2019-09-06,03:10:00,off,heatOff,,Sleep,80,56,70.9,46,68.1,0,0,0,,70.9,46,0,70,0,
2019-09-06,03:15:00,off,heatOff,,Sleep,80,56,70.8,46,68.1,0,0,0,,70.8,46,0,70,0,
2019-09-06,03:20:00,off,heatOff,,Sleep,80,56,70.8,46,68.1,0,0,0,,70.8,46,0,70,0,
2019-09-06,03:25:00,off,heatOff,,Sleep,80,56,70.7,47,68.1,0,0,0,,70.7,47,0,70,0,
2019-09-06,03:30:00,off,heatOff,,Sleep,80,56,70.6,47,66.5,0,0,0,,70.6,47,0,70,0,
2019-09-06,03:35:00,off,heatOff,,Sleep,80,56,70.5,47,66.5,0,0,0,,70.5,47,0,70,0,
2019-09-06,03:40:00,off,heatOff,,Sleep,80,56,70.5,47,66.5,0,0,0,,70.5,47,0,70,0,
2019-09-06,03:45:00,off,heatOff,,Sleep,80,56,70.5,47,66.5,0,0,0,,70.5,47,0,70,0,
2019-09-06,03:50:00,off,heatOff,,Sleep,80,56,70.4,47,66.5,0,0,0,,70.4,47,0,70,0,
2019-09-06,03:55:00,off,heatOff,,Sleep,80,56,70.3,49,66.5,0,0,0,,70.3,49,0,70,0,
2019-09-06,04:00:00,off,heatOff,,Sleep,80,56,70.2,49,65.6,0,0,0,,70.2,49,0,70,0,
2019-09-06,04:05:00,off,heatOff,,Sleep,80,56,70.1,49,65.6,0,0,0,,70.1,49,0,70,0,
2019-09-06,04:10:00,off,heatOff,,Sleep,80,56,70.1,49,65.6,0,0,0,,70.1,49,0,70,0,
2019-09-06,04:15:00,off,heatOff,,Sleep,80,56,70,49,65.6,0,0,0,,70,49,0,70,0,
2019-09-06,04:20:00,off,heatOff,,Sleep,80,56,69.9,50,65.6,0,0,0,,69.9,50,0,70,0,
2019-09-06,04:25:00,off,heatOff,,Sleep,80,56,69.8,50,65.6,0,0,0,,69.8,50,0,70,0,
2019-09-06,04:30:00,off,heatOff,,Sleep,80,56,69.8,50,64.6,0,0,0,,69.8,50,0,69.9,0,
2019-09-06,04:35:00,off,heatOff,,Sleep,80,56,69.7,50,64.6,0,0,0,,69.7,50,0,69.8,0,
2019-09-06,04:40:00,off,heatOff,,Sleep,80,56,69.6,51,64.6,0,0,0,,69.6,51,0,69.9,0,
2019-09-06,04:45:00,off,heatOff,,Sleep,80,56,69.5,51,64.6,0,0,0,,69.5,51,0,69.8,0,
2019-09-06,04:50:00,off,heatOff,,Sleep,80,56,69.5,51,64.6,0,0,0,,69.5,51,0,69.8,0,
2019-09-06,04:55:00,off,heatOff,,Sleep,80,56,69.4,51,64.6,0,0,0,,69.4,51,0,69.8,0,
2019-09-06,05:00:00,off,heatOff,,Sleep,80,56,69.3,51,64.3,0,0,0,,69.3,51,0,69.8,0,
2019-09-06,05:05:00,off,heatOff,,Sleep,80,56,69.2,51,64.3,0,0,0,,69.2,51,0,69.8,0,
2019-09-06,05:10:00,off,heatOff,,Sleep,80,56,69.1,52,64.3,0,0,0,,69.1,52,0,69.8,0,
2019-09-06,05:15:00,off,heatOff,,Sleep,80,56,69,53,64.3,0,0,0,,69,53,0,69.8,0,
2019-09-06,05:20:00,off,heatOff,,Sleep,80,56,69,53,64.3,0,0,0,,69,53,0,69.8,0,
2019-09-06,05:25:00,off,heatOff,,Sleep,80,56,68.9,53,64.3,0,0,0,,68.9,53,0,69.8,0,
2019-09-06,05:30:00,off,heatOff,,Sleep,80,56,68.8,53,63.7,0,0,0,,68.8,53,0,69.8,0,
2019-09-06,05:35:00,off,heatOff,,Sleep,80,56,68.7,53,63.7,0,0,0,,68.7,53,0,69.8,0,
2019-09-06,05:40:00,off,heatOff,,Sleep,80,56,68.7,53,63.7,0,0,0,,68.7,53,0,69.8,0,
2019-09-06,05:45:00,off,heatOff,,Sleep,80,56,68.6,53,63.7,0,0,0,,68.6,53,0,69.8,0,
2019-09-06,05:50:00,off,heatOff,,Sleep,80,56,68.5,53,63.7,0,0,0,,68.5,53,0,69.8,0,
2019-09-06,05:55:00,off,heatOff,,Sleep,80,56,68.5,53,63.7,0,0,0,,68.5,53,0,69.8,0,
2019-09-06,06:00:00,off,heatOff,,Sleep,80,56,68,53,63.9,0,0,0,,68,53,1,69.8,0,
2019-09-06,06:05:00,off,heatOff,,Sleep,80,56,67.5,56,63.9,0,0,0,,67.5,56,1,69.6,0,
2019-09-06,06:10:00,off,heatOff,,Sleep,80,56,68,55,63.9,0,0,0,,68,55,1,69.7,0,
2019-09-06,06:15:00,off,heatOff,,Sleep,80,56,68.7,54,63.9,0,0,0,,68.7,54,1,69.6,0,
2019-09-06,06:20:00,off,heatOff,,Sleep,80,56,69.1,53,63.9,0,0,0,,69.1,53,1,69.6,0,
2019-09-06,06:25:00,off,heatOff,,Sleep,79,60.5,69.3,52,63.9,0,0,0,,69.3,52,1,69.6,0,
2019-09-06,06:30:00,off,heatOff,,Home,78,65,69.5,51,63.4,0,0,0,,69.5,51,1,69.6,0,
2019-09-06,06:35:00,off,heatOff,,Home,78,65,69.6,52,63.4,0,0,0,,69.6,52,1,69.6,0,
2019-09-06,06:40:00,off,heatOff,,Home,78,65,69.9,51,63.4,0,0,0,,69.9,51,1,69.6,0,
2019-09-06,06:45:00,off,heatOff,,Home,78,65,70.2,50,63.4,0,0,0,,70.2,50,1,69.6,0,
2019-09-06,06:50:00,off,heatOff,,Home,78,65,70.5,49,63.4,0,0,0,,70.5,49,1,69.6,0,
2019-09-06,06:55:00,off,heatOff,,Home,78,65,70.6,49,63.4,0,0,0,,70.6,49,1,69.6,0,
2019-09-06,07:00:00,off,heatOff,,Home,78,65,70.8,50,63.9,0,0,0,,70.8,50,0,69.6,0,
2019-09-06,07:05:00,off,heatOff,,Home,78,65,70.8,50,63.9,0,0,0,,70.8,50,0,69.6,0,
2019-09-06,07:10:00,off,heatOff,,Home,78,65,70.8,49,63.9,0,0,0,,70.8,49,0,69.5,0,
2019-09-06,07:15:00,off,heatOff,,Home,78,65,70.8,49,63.9,0,0,0,,70.8,49,0,69.4,0,
2019-09-06,07:20:00,off,heatOff,,Home,78,65,70.9,49,63.9,0,0,0,,70.9,49,0,69.4,0,
2019-09-06,07:25:00,off,heatOff,,Home,78,65,70.9,49,63.9,0,0,0,,70.9,49,0,69.4,0,
2019-09-06,07:30:00,off,heatOff,,Home,78,65,71,48,65,0,0,0,,71,48,0,69.4,0,
2019-09-06,07:35:00,off,heatOff,,Home,78,65,71,47,65,0,0,0,,71,47,0,69.4,0,
2019-09-06,07:40:00,off,heatOff,,Home,78,65,71,47,65,0,0,0,,71,47,0,69.4,0,
2019-09-06,07:45:00,off,heatOff,,Home,78,65,71,47,65,0,0,0,,71,47,0,69.4,0,
2019-09-06,07:50:00,off,heatOff,,Home,78,65,71,47,65,0,0,0,,71,47,0,69.4,0,
2019-09-06,07:55:00,off,heatOff,,Home,78,65,71,47,65,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:00:00,off,heatOff,,Home,78,65,71,47,66.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:05:00,off,heatOff,,Home,78,65,71,47,66.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:10:00,off,heatOff,,Home,78,65,71,47,66.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:15:00,off,heatOff,,Home,78,65,71,47,66.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:20:00,off,heatOff,,Home,78,65,71,47,66.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:25:00,off,heatOff,,Home,80,60.5,71,47,66.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:30:00,off,heatOff,,Away,82,56,71,47,67.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:35:00,off,heatOff,,Away,82,56,71,47,67.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:40:00,off,heatOff,,Away,82,56,71,47,67.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:45:00,off,heatOff,,Away,82,56,71,47,67.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:50:00,off,heatOff,,Away,82,56,71,47,67.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,08:55:00,off,heatOff,,Away,82,56,71,47,67.2,0,0,0,,71,47,0,69.4,0,
2019-09-06,09:00:00,off,heatOff,,Away,82,56,71,47,68.6,0,0,0,,71,47,0,69.2,0,
2019-09-06,09:05:00,off,heatOff,,Away,82,56,71.1,47,68.6,0,0,0,,71.1,47,0,69.2,0,
2019-09-06,09:10:00,off,heatOff,,Away,82,56,71.1,47,68.6,0,0,0,,71.1,47,0,69.2,0,
2019-09-06,09:15:00,off,heatOff,,Away,82,56,71.1,47,68.6,0,0,0,,71.1,47,0,69.2,0,
2019-09-06,09:20:00,off,heatOff,,Away,82,56,71.1,47,68.6,0,0,0,,71.1,47,0,69.2,0,
2019-09-06,09:25:00,off,heatOff,,Away,82,56,71.1,47,68.6,0,0,0,,71.1,47,0,69.2,0,
2019-09-06,09:30:00,off,heatOff,,Away,82,56,71,47,70.1,0,0,0,,71,47,0,69.2,0,
2019-09-06,09:35:00,off,heatOff,,Away,82,56,71,47,70.1,0,0,0,,71,47,0,69.2,0,
2019-09-06,09:40:00,off,heatOff,,Away,82,56,71,47,70.1,0,0,0,,71,47,0,69.2,0,
2019-09-06,09:45:00,off,heatOff,,Away,82,56,71,47,70.1,0,0,0,,71,47,0,69.2,0,
2019-09-06,09:50:00,off,heatOff,,Away,82,56,70.9,47,70.1,0,0,0,,70.9,47,0,69.2,0,
2019-09-06,09:55:00,off,heatOff,,Away,82,56,70.9,47,70.1,0,0,0,,70.9,47,0,69.2,0,
2019-09-06,10:00:00,off,heatOff,,Away,82,56,70.9,47,72,0,0,0,,70.9,47,0,69.2,0,
2019-09-06,10:05:00,off,heatOff,,Away,82,56,71,48,72,0,0,0,,71,48,0,69.2,0,
2019-09-06,10:10:00,off,heatOff,,Away,82,56,71,48,72,0,0,0,,71,48,0,69.2,0,
2019-09-06,10:15:00,off,heatOff,,Away,82,56,71,48,72,0,0,0,,71,48,0,69.2,0,
2019-09-06,10:20:00,off,heatOff,,Away,82,56,71,47,72,0,0,0,,71,47,0,69.2,0,
2019-09-06,10:25:00,off,heatOff,,Away,82,56,71,47,72,0,0,0,,71,47,0,69.2,0,
2019-09-06,10:30:00,off,heatOff,,Away,82,56,71.1,48,74,0,0,0,,71.1,48,0,69.2,0,
2019-09-06,10:35:00,off,heatOff,,Away,82,56,71.1,47,74,0,0,0,,71.1,47,0,69.1,0,
2019-09-06,10:40:00,off,heatOff,,Away,82,56,71.1,48,74,0,0,0,,71.1,48,0,69,0,
2019-09-06,10:45:00,off,heatOff,,Away,82,56,71,48,74,0,0,0,,71,48,0,69.2,0,
2019-09-06,10:50:00,off,heatOff,,Away,82,56,71,48,74,0,0,0,,71,48,0,69.2,0,
2019-09-06,10:55:00,off,heatOff,,Away,82,56,71.1,48,74,0,0,0,,71.1,48,0,69.1,0,
2019-09-06,11:00:00,off,heatOff,,Away,82,56,71.1,48,76,0,0,0,,71.1,48,0,69,0,
2019-09-06,11:05:00,off,heatOff,,Away,82,56,71.1,48,76,0,0,0,,71.1,48,0,69.1,0,
2019-09-06,11:10:00,off,heatOff,,Away,82,56,71.2,47,76,0,0,0,,71.2,47,0,69,0,
2019-09-06,11:15:00,off,heatOff,,Away,82,56,71.2,47,76,0,0,0,,71.2,47,0,69,0,
2019-09-06,11:20:00,off,heatOff,,Away,82,56,71.3,48,76,0,0,0,,71.3,48,0,69,0,
2019-09-06,11:25:00,off,heatOff,,Away,82,56,71.3,48,76,0,0,0,,71.3,48,0,69,0,
2019-09-06,11:30:00,off,heatOff,,Away,82,56,71.4,48,77.8,0,0,0,,71.4,48,0,69,0,
2019-09-06,11:35:00,off,heatOff,,Away,82,56,71.4,47,77.8,0,0,0,,71.4,47,0,69,0,
2019-09-06,11:40:00,off,heatOff,,Away,82,56,71.5,47,77.8,0,0,0,,71.5,47,0,69,0,
2019-09-06,11:45:00,off,heatOff,,Away,82,56,71.5,48,77.8,0,0,0,,71.5,48,0,69,0,
2019-09-06,11:50:00,off,heatOff,,Away,82,56,71.5,48,77.8,0,0,0,,71.5,48,0,69,0,
2019-09-06,11:55:00,off,heatOff,,Away,82,56,71.5,47,77.8,0,0,0,,71.5,47,0,69,0,
2019-09-06,12:00:00,off,heatOff,,Away,82,56,71.6,47,78.4,0,0,0,,71.6,47,0,69,0,
2019-09-06,12:05:00,off,heatOff,,Away,82,56,71.7,47,78.4,0,0,0,,71.7,47,0,69,0,
2019-09-06,12:10:00,off,heatOff,,Away,82,56,71.8,47,78.4,0,0,0,,71.8,47,0,69,0,
2019-09-06,12:15:00,off,heatOff,,Away,82,56,71.8,47,78.4,0,0,0,,71.8,47,0,69,0,
2019-09-06,12:20:00,off,heatOff,,Away,82,56,71.8,47,78.4,0,0,0,,71.8,47,0,69,0,
2019-09-06,12:25:00,off,heatOff,,Away,82,56,71.8,47,78.4,0,0,0,,71.8,47,0,69,0,
2019-09-06,12:30:00,off,heatOff,,Away,82,56,71.9,47,79.9,0,0,0,,71.9,47,0,69,0,
2019-09-06,12:35:00,off,heatOff,,Away,82,56,72,47,79.9,0,0,0,,72,47,0,69,0,
2019-09-06,12:40:00,off,heatOff,,Away,82,56,72.1,47,79.9,0,0,0,,72.1,47,0,69,0,
2019-09-06,12:45:00,off,heatOff,,Away,82,56,72.1,47,79.9,0,0,0,,72.1,47,0,69,0,
2019-09-06,12:50:00,off,heatOff,,Away,82,56,72.2,47,79.9,0,0,0,,72.2,47,0,69,0,
2019-09-06,12:55:00,off,heatOff,,Away,82,56,72.3,47,79.9,0,0,0,,72.3,47,0,69,0,
2019-09-06,13:00:00,off,heatOff,,Away,82,56,72.3,47,80.4,0,0,0,,72.3,47,0,69,0,
2019-09-06,13:05:00,off,heatOff,,Away,82,56,72.3,47,80.4,0,0,0,,72.3,47,0,69,0,
2019-09-06,13:10:00,off,heatOff,,Away,82,56,72.4,47,80.4,0,0,0,,72.4,47,0,69,0,
2019-09-06,13:15:00,off,heatOff,,Away,82,56,72.4,47,80.4,0,0,0,,72.4,47,0,69,0,
2019-09-06,13:20:00,off,heatOff,,Away,82,56,72.5,47,80.4,0,0,0,,72.5,47,0,69,0,
2019-09-06,13:25:00,off,heatOff,,Away,82,56,72.5,47,80.4,0,0,0,,72.5,47,0,69,0,
2019-09-06,13:30:00,off,heatOff,,Away,82,56,72.5,47,82.2,0,0,0,,72.5,47,0,69,0,
2019-09-06,13:35:00,off,heatOff,,Away,82,56,72.5,47,82.2,0,0,0,,72.5,47,0,69,0,
2019-09-06,13:40:00,off,heatOff,,Away,82,56,72.6,47,82.2,0,0,0,,72.6,47,0,69,0,
2019-09-06,13:45:00,off,heatOff,,Away,82,56,72.7,48,82.2,0,0,0,,72.7,48,0,69,0,
2019-09-06,13:50:00,off,heatOff,,Away,82,56,72.7,48,82.2,0,0,0,,72.7,48,0,69,0,
2019-09-06,13:55:00,off,heatOff,,Away,82,56,72.8,48,82.2,0,0,0,,72.8,48,0,69,0,
2019-09-06,14:00:00,off,heatOff,,Away,82,56,72.9,49,82.2,0,0,0,,72.9,49,0,69,0,
2019-09-06,14:05:00,off,heatOff,,Away,82,56,72.9,49,82.2,0,0,0,,72.9,49,0,69,0,
2019-09-06,14:10:00,off,heatOff,,Away,82,56,72.9,49,82.2,0,0,0,,72.9,49,0,69,0,
2019-09-06,14:15:00,off,heatOff,,Away,82,56,73,49,82.2,0,0,0,,73,49,0,69,0,
2019-09-06,14:20:00,off,heatOff,,Away,82,56,73.1,49,82.2,0,0,0,,73.1,49,0,69,0,
2019-09-06,14:25:00,off,heatOff,,Away,82,56,73.1,49,82.2,0,0,0,,73.1,49,0,69,0,
2019-09-06,14:30:00,off,heatOff,,Away,82,56,73.2,49,82.8,0,0,0,,73.2,49,0,69,0,
2019-09-06,14:35:00,off,heatOff,,Away,82,56,73.3,48,82.8,0,0,0,,73.3,48,0,69,0,
2019-09-06,14:40:00,off,heatOff,,Away,82,56,73.3,49,82.8,0,0,0,,73.3,49,0,69,0,
2019-09-06,14:45:00,off,heatOff,,Away,82,56,73.4,49,82.8,0,0,0,,73.4,49,0,69.1,0,
2019-09-06,14:50:00,off,heatOff,,Away,82,56,73.4,49,82.8,0,0,0,,73.4,49,0,69,0,
2019-09-06,14:55:00,off,heatOff,,Away,82,56,73.4,49,82.8,0,0,0,,73.4,49,0,69.1,0,
2019-09-06,15:00:00,off,heatOff,,Away,82,56,73.4,49,78.9,0,0,0,,73.4,49,0,69,0,
2019-09-06,15:05:00,off,heatOff,,Away,82,56,73.5,49,78.9,0,0,0,,73.5,49,0,69,0,
2019-09-06,15:10:00,,,,,,,,,78.9,0,,,,,,,,,
2019-09-06,15:15:00,,,,,,,,,78.9,0,,,,,,,,,
2019-09-06,15:20:00,,,,,,,,,78.9,0,,,,,,,,,
2019-09-06,15:25:00,off,heatOff,,Away,82,56,73.7,48,78.9,0,0,0,,73.7,48,0,69.2,0,
2019-09-06,15:30:00,off,heatOff,,Away,82,56,73.7,48,75.5,0,0,0,,73.7,48,0,69.2,0,
2019-09-06,15:35:00,off,heatOff,,Away,82,56,73.8,48,75.5,0,0,0,,73.8,48,0,69.2,0,
2019-09-06,15:40:00,off,heatOff,,Away,82,56,73.8,49,75.5,0,0,0,,73.8,49,0,69.2,0,
2019-09-06,15:45:00,off,heatOff,,Away,82,56,73.8,48,75.5,0,0,0,,73.8,48,0,69.2,0,
2019-09-06,15:50:00,off,heatOff,,Away,82,56,73.9,48,75.5,0,0,0,,73.9,48,0,69.2,0,
2019-09-06,15:55:00,off,heatOff,,Away,80,60.5,74,48,75.5,0,0,0,,74,48,0,69.2,0,
2019-09-06,16:00:00,off,heatOff,,Home,78,65,74.1,48,75.5,0,0,0,,74.1,48,0,69.2,0,
2019-09-06,16:05:00,off,heatOff,,Home,78,65,74.2,48,75.5,0,0,0,,74.2,48,0,69.2,0,
2019-09-06,16:10:00,off,heatOff,,Home,78,65,74.2,48,75.5,0,0,0,,74.2,48,1,69.2,0,
2019-09-06,16:15:00,off,heatOff,,Home,78,65,74,48,75.5,0,0,0,,74,48,0,69.2,0,
2019-09-06,16:20:00,off,heatOff,,Home,78,65,73.9,48,75.5,0,0,0,,73.9,48,0,69.2,0,
2019-09-06,16:25:00,off,heatOff,,Home,78,65,73.9,48,75.5,0,0,0,,73.9,48,1,69.2,0,
2019-09-06,16:30:00,off,heatOff,,Home,78,65,73.9,48,74.5,0,0,0,,73.9,48,1,69.2,0,
2019-09-06,16:35:00,off,heatOff,,Home,78,65,73.9,48,74.5,0,0,0,,73.9,48,1,69.2,0,
2019-09-06,16:40:00,off,heatOff,,Home,78,65,74,48,74.5,0,0,0,,74,48,0,69.2,1,
2019-09-06,16:45:00,off,heatOff,,Home,78,65,74.1,48,74.5,0,0,0,,74.1,48,0,69.3,1,
2019-09-06,16:50:00,off,heatOff,,Home,78,65,74.2,48,74.5,0,0,0,,74.2,48,0,69.4,1,
2019-09-06,16:55:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:00:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:05:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:10:00,off,heatOff,,Home,78,65,74.3,48,74.5,0,0,0,,74.3,48,0,69.6,0,
2019-09-06,17:15:00,off,heatOff,,Home,78,65,74.3,48,74.5,0,0,0,,74.3,48,0,69.6,0,
2019-09-06,17:20:00,off,heatOff,,Home,78,65,74.3,48,74.5,0,0,0,,74.3,48,1,69.7,1,
2019-09-06,17:25:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:30:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:35:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:40:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:45:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:50:00,,,,,,,,,74.5,0,,,,,,,,,
2019-09-06,17:55:00,off,heatOff,,Home,78,65,74.4,48,74.5,0,0,0,,74.4,48,1,70,1,
2019-09-06,18:00:00,off,heatOff,,Home,78,65,74.6,48,70,0,0,0,,74.6,48,0,70,1,
2019-09-06,18:05:00,off,heatOff,,Home,78,65,74.7,48,70,0,0,0,,74.7,48,0,70.1,1,
2019-09-06,18:10:00,off,heatOff,,Home,78,65,74.8,48,70,0,0,0,,74.8,48,0,70.1,1,
2019-09-06,18:15:00,off,heatOff,,Home,78,65,74.8,47,70,0,0,0,,74.8,47,0,70.1,1,
2019-09-06,18:20:00,off,heatOff,,Home,78,65,74.9,47,70,0,0,0,,74.9,47,0,70.1,1,
2019-09-06,18:25:00,off,heatOff,,Home,78,65,74.8,47,70,0,0,0,,74.8,47,0,70.2,1,
2019-09-06,18:30:00,off,heatOff,,Home,78,65,74.7,47,69.1,0,0,0,,74.7,47,1,70.3,1,
2019-09-06,18:35:00,off,heatOff,,Home,78,65,74.6,46,69.1,0,0,0,,74.6,46,0,70.3,1,
2019-09-06,18:40:00,,,,,,,,,69.1,0,,,,,,,,,
2019-09-06,18:45:00,,,,,,,,,69.1,0,,,,,,,,,
2019-09-06,18:50:00,,,,,,,,,69.1,0,,,,,,,,,
2019-09-06,18:55:00,off,heatOff,,Home,78,65,71,54,69.1,0,0,0,,71,54,0,70.4,0,
2019-09-06,19:00:00,off,heatOff,,Home,78,65,70.7,55,66.6,0,0,0,,70.7,55,0,70.5,0,
2019-09-06,19:05:00,off,heatOff,,Home,78,65,70.4,56,66.6,0,0,0,,70.4,56,0,70.5,0,
2019-09-06,19:10:00,off,heatOff,,Home,78,65,70.1,57,66.6,0,0,0,,70.1,57,0,70.5,0,
2019-09-06,19:15:00,off,heatOff,,Home,78,65,70,57,66.6,0,0,0,,70,57,0,70.5,0,
2019-09-06,19:20:00,off,heatOff,,Home,78,65,69.9,57,66.6,0,0,0,,69.9,57,0,70.5,0,
2019-09-06,19:25:00,off,heatOff,,Home,78,65,69.7,57,66.6,0,0,0,,69.7,57,0,70.5,0,
2019-09-06,19:30:00,off,heatOff,,Home,78,65,69.5,57,66.6,0,0,0,,69.5,57,0,70.5,0,
2019-09-06,19:35:00,off,heatOff,,Home,78,65,69.3,57,66.6,0,0,0,,69.3,57,0,70.6,0,
2019-09-06,19:40:00,off,heatOff,,Home,78,65,69.1,57,66.6,0,0,0,,69.1,57,0,70.7,1,
2019-09-06,19:45:00,off,heatOff,,Home,78,65,69,57,66.6,0,0,0,,69,57,0,70.7,1,
2019-09-06,19:50:00,off,heatOff,,Home,78,65,68.9,57,66.6,0,0,0,,68.9,57,0,70.7,0,
2019-09-06,19:55:00,off,heatOff,,Home,78,65,68.8,57,66.6,0,0,0,,68.8,57,0,70.7,0,
